# ----------------------------------------,,
# Desktop,,
# Top Conversion Paths,,
# 20140601-20150121,,
# ----------------------------------------,,
,,
MCF Channel Grouping Path,Conversions,Conversion Value
Direct > Display > Other Advertising > Other Advertising,98,"$8,898.43 "
Direct > Other Advertising > Direct > Organic Search,98,"$9,706.23 "
Email > Direct > Email > Email > Direct > Email,98,"$8,124.67 "
Email > Direct > Referral > Email,98,"$10,140.53 "
Email > Email > Direct > Organic Search,98,"$8,700.09 "
Email > Email > Organic Search > Direct,98,"$8,599.55 "
Referral > Direct > Direct > Other Advertising,98,"$12,314.80 "
Organic Search > Direct > Referral > Organic Search,98,"$9,843.44 "
Organic Search > Display > Display > Paid Search,98,"$9,498.07 "
Organic Search > Paid Search > Organic Search > Direct > Paid Search,98,"$8,248.85 "
Organic Search > Organic Search > Organic Search > Paid Search > Organic Search,98,"$7,757.57 "
Paid Search > Direct > Paid Search > Display > Direct,97,"$9,784.66 "
Paid Search > Display > Paid Search > Referral,97,"$9,876.31 "
Paid Search > Display > Display > Display > Display > Paid Search,97,"$7,673.70 "
Paid Search > Paid Search > Direct > Paid Search > Paid Search > Direct > Direct,97,"$11,063.52 "
Paid Search > Paid Search > Email > Email > Email,97,"$10,243.03 "
Paid Search > Organic Search > Paid Search > Paid Search > Paid Search > Direct,97,"$10,809.80 "
Direct > Direct > Direct > Direct > Direct > Other Advertising > Direct > Direct,97,"$12,358.21 "
Direct > Referral > Paid Search > Direct,97,"$9,678.85 "
Email > Email > Other Advertising > Direct,97,"$9,249.07 "
Display > Paid Search > Referral,97,"$8,131.23 "
Organic Search > Paid Search > (unavailable),97,"$8,368.88 "
Paid Search > Display > Direct > Referral,96,"$10,370.40 "
Paid Search > Display > Direct > Organic Search,96,"$8,417.93 "
Paid Search > Paid Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,96,"$9,868.16 "
Paid Search > Paid Search > Organic Search > Paid Search > Paid Search > Organic Search,96,"$9,542.93 "
Paid Search > Other Advertising > Other Advertising > Direct > Other Advertising,96,"$8,260.78 "
Direct > Direct > Direct > Paid Search > Paid Search > Direct > Direct,96,"$8,245.77 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Paid Search > Direct > Direct,96,"$10,158.52 "
Direct > Display > Direct > Organic Search,96,"$8,013.44 "
Direct > Paid Search > Paid Search > Other Advertising > Other Advertising,96,"$8,610.18 "
Email > Email > Direct > Direct > Direct > Direct > Direct,96,"$10,021.49 "
Display > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,96,"$9,478.59 "
Display > Email > Email > Email,96,"$8,197.61 "
Referral > Paid Search > Paid Search > Paid Search > Paid Search,96,"$7,117.01 "
Organic Search > Organic Search > Direct > Organic Search > Direct > Direct,96,"$9,672.47 "
Other Advertising > Direct > Direct > Referral,96,"$9,724.48 "
Other Advertising > Direct > Organic Search > Other Advertising,96,"$9,913.71 "
Other Advertising > Paid Search > Paid Search > Paid Search > Paid Search,96,"$8,507.78 "
Paid Search > Display > Display > Paid Search > Paid Search > Paid Search,95,"$8,002.93 "
Paid Search > Paid Search > Display > Display > Display > Display,95,"$6,914.68 "
Paid Search > Paid Search > Paid Search > Other Advertising > Other Advertising > Other Advertising,95,"$7,959.44 "
Paid Search > Organic Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,95,"$8,852.24 "
Paid Search > Organic Search > Paid Search > Organic Search > Paid Search > Paid Search,95,"$8,864.88 "
Direct > Direct > Direct > Direct > Paid Search > Other Advertising,95,"$9,668.54 "
Direct > Direct > Direct > Display > Direct > Direct > Direct > Direct > Direct > Direct,95,"$10,151.83 "
Direct > Direct > Direct > Other Advertising > Direct > Direct > Direct > Direct,95,"$9,925.50 "
Direct > Direct > Paid Search > Direct > Referral,95,"$11,051.66 "
Direct > Display > Direct > Direct > Display,95,"$10,333.43 "
Direct > Display > Display > Direct > Direct > Direct > Direct,95,"$9,214.78 "
Email > Direct > Email > Paid Search > Email,95,"$9,844.36 "
Email > Email > Paid Search > Paid Search > Email,95,"$6,971.07 "
Display > Display > Referral,95,"$9,406.24 "
Organic Search > Social Network,95,"$8,645.83 "
Social Network > Direct > Direct,95,"$9,266.42 "
Paid Search > Paid Search > Referral > Paid Search > Paid Search > Paid Search,94,"$7,906.11 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Direct > Paid Search > Paid Search,94,"$10,252.25 "
Paid Search > Paid Search > Paid Search > Paid Search > Organic Search > Other Advertising,94,"$7,848.23 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Other Advertising,94,"$11,812.82 "
Direct > Display > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,94,"$9,590.83 "
Email > Email > Direct > Direct > Email > Email,94,"$9,520.57 "
Display > Direct > Display > Direct > Direct,94,"$9,777.28 "
Organic Search > Direct > Organic Search > Direct > Direct > Direct > Direct,94,"$11,778.95 "
Organic Search > Display > Referral,94,"$8,868.60 "
Organic Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,94,"$9,499.56 "
Organic Search > Organic Search > Organic Search > Referral,94,"$8,884.97 "
Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Direct,94,"$7,842.67 "
Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search,94,"$9,020.96 "
Organic Search > Other Advertising > Direct > Organic Search,94,"$9,566.80 "
Organic Search > Other Advertising > Other Advertising > Other Advertising > Other Advertising > Other Advertising,94,"$9,089.12 "
Social Network > Organic Search,94,"$8,188.84 "
Other Advertising > Paid Search > Other Advertising > Paid Search > Other Advertising,94,"$7,730.14 "
Paid Search > Paid Search > Other Advertising > Direct > Other Advertising,93,"$10,928.98 "
Paid Search > Other Advertising > Paid Search > Other Advertising > Direct,93,"$8,368.49 "
(unavailable) > Paid Search > Paid Search > Direct,93,"$12,555.78 "
Direct > Direct > Direct > Paid Search > Paid Search > Paid Search,93,"$8,386.80 "
Direct > Direct > Direct > Direct > Direct > Display > Direct > Direct > Direct > Direct,93,"$9,074.01 "
Direct > Direct > Display > Paid Search > Direct,93,"$8,954.81 "
Email > Other Advertising > Email > Direct,93,"$8,242.25 "
Referral > Organic Search > Organic Search,93,"$9,085.68 "
Organic Search > Direct > Paid Search > Direct > Direct > Direct,93,"$10,350.46 "
Organic Search > Direct > Paid Search > Paid Search > Paid Search > Paid Search,93,"$9,942.01 "
Other Advertising > Direct > Direct > Direct > Direct > Other Advertising,93,"$8,912.80 "
Other Advertising > Display > Other Advertising > Other Advertising,93,"$7,538.32 "
Other Advertising > Referral > Direct,93,"$10,757.17 "
Paid Search > Email > Display > Email,92,"$7,908.41 "
Paid Search > Paid Search > Direct > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,92,"$8,555.65 "
Paid Search > Paid Search > Organic Search > Email,92,"$8,582.37 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Paid Search > Direct > Direct,92,"$8,651.62 "
Direct > Direct > Direct > Direct > Email > Email,92,"$7,855.89 "
Direct > Direct > Direct > Direct > Display > Display > Direct,92,"$7,863.73 "
Direct > Direct > Direct > Organic Search > Paid Search,92,"$11,384.81 "
Direct > Direct > Display > Email,92,"$8,483.05 "
Direct > Email > Direct > Email > Direct > Email,92,"$8,620.77 "
Email > Direct > Paid Search > Direct > Direct,92,"$10,291.26 "
Email > Direct > Direct > Direct > Referral,92,"$9,560.40 "
Display (impression) > Display (impression) > Display (impression) > Display (impression) > Direct,92,"$7,772.58 "
Display > Paid Search > Direct > Paid Search,92,"$6,766.92 "
Display > Paid Search > Display > Display,92,"$7,299.67 "
Organic Search > Organic Search > Paid Search > Organic Search > Paid Search,92,"$7,977.66 "
Other Advertising > Other Advertising > Referral > Other Advertising,92,"$9,242.51 "
Paid Search > Paid Search > Paid Search > Other Advertising > Paid Search > Other Advertising,91,"$7,511.21 "
Direct > Direct > Direct > Direct > Other Advertising > Other Advertising > Other Advertising,91,"$10,217.46 "
Direct > Display > Display > Display > Direct > Direct,91,"$8,947.47 "
Display > Display > Direct > Direct > Direct > Direct,91,"$9,699.98 "
Organic Search > Paid Search > Display > Display,91,"$7,175.10 "
Paid Search > Display > Direct > Paid Search > Direct,90,"$8,319.37 "
Paid Search > Display > Display > Paid Search > Display,90,"$7,504.82 "
Paid Search > Paid Search > Direct > Direct > Direct > Paid Search > Direct,90,"$9,020.41 "
Paid Search > Paid Search > Paid Search > Paid Search > Direct > Other Advertising,90,"$12,088.77 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Direct > Direct > Direct,90,"$8,665.52 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Direct > Paid Search > Paid Search > Paid Search,90,"$9,307.37 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Organic Search,90,"$8,758.26 "
Paid Search > Organic Search > Organic Search > Organic Search > Organic Search,90,"$9,037.46 "
Paid Search > Other Advertising > Other Advertising > Direct > Direct,90,"$9,457.84 "
Direct > Direct > Direct > Paid Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct,90,"$9,297.17 "
Direct > Email > Direct > Direct > Other Advertising,90,"$7,871.73 "
Direct > Referral > Direct > Paid Search,90,"$7,803.13 "
Direct > Paid Search > Paid Search > Direct > Direct > Direct > Direct > Direct,90,"$10,876.97 "
Email > Direct > Direct > Direct > Email > Email,90,"$9,860.07 "
Display > Paid Search > Email,90,"$8,609.81 "
Referral > Organic Search > Direct > Direct,90,"$8,767.17 "
Organic Search > Direct > Direct > Direct > Direct > Paid Search,90,"$12,460.22 "
Organic Search > Organic Search > Organic Search > Direct > Direct > Direct > Direct,90,"$13,014.73 "
Paid Search > Direct > Paid Search > Paid Search > Display,89,"$7,493.00 "
Paid Search > Direct > Direct > Organic Search > Other Advertising,89,"$8,623.12 "
Paid Search > Direct > Other Advertising > Organic Search,89,"$10,558.86 "
Paid Search > Paid Search > Display > Display > Display > Paid Search,89,"$7,551.75 "
(unavailable) > (unavailable) > Direct > Direct,89,"$9,411.65 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Email,89,"$7,019.23 "
Direct > Direct > Paid Search > Direct > Direct > Other Advertising,89,"$8,039.09 "
Direct > Direct > Paid Search > Direct > Organic Search,89,"$8,244.99 "
Direct > Paid Search > Paid Search > Direct > Other Advertising,89,"$8,295.04 "
Direct > Paid Search > Referral > Paid Search,89,"$11,364.73 "
Direct > Other Advertising > Paid Search > Paid Search,89,"$8,864.90 "
Email > Email > Email > Email > Direct > Email > Direct,89,"$8,061.29 "
Email > Email > Paid Search > Organic Search,89,"$6,450.64 "
Email > Paid Search > Email > Direct > Direct,89,"$7,182.93 "
Referral > Direct > Email,89,"$7,947.70 "
Organic Search > Organic Search > Paid Search > Organic Search > Organic Search,89,"$7,934.81 "
Other Advertising > Direct > Paid Search > Direct,89,"$8,381.05 "
Other Advertising > Paid Search > Paid Search > Direct,89,"$10,582.81 "
Other Advertising > Other Advertising > Direct > Direct > Direct > Direct,89,"$9,966.46 "
Paid Search > Direct > Direct > Display > Paid Search,88,"$9,399.32 "
Paid Search > Direct > Direct > Organic Search > Direct > Direct,88,"$11,098.34 "
Paid Search > Paid Search > Paid Search > Direct > Direct > Paid Search > Direct,88,"$9,965.98 "
Paid Search > Paid Search > Paid Search > Other Advertising > Paid Search > Paid Search,88,"$7,583.81 "
Direct > Direct > Other Advertising > Other Advertising > Direct > Direct,88,"$9,282.26 "
Direct > Other Advertising > Email > Other Advertising,88,"$8,632.31 "
Email > Direct > Direct > Direct > Direct > Email > Direct,88,"$8,804.40 "
Email > Email > Display > Paid Search,88,"$7,745.43 "
Organic Search > Direct > (unavailable),88,"$9,476.37 "
Organic Search > Paid Search > Direct > Direct > Organic Search,88,"$10,079.79 "
Other Advertising > Other Advertising > Other Advertising > Referral,88,"$7,866.38 "
Paid Search > Direct > Display > Other Advertising,87,"$7,958.04 "
Paid Search > Display > Direct > Direct > Direct > Direct > Direct,87,"$10,033.57 "
Paid Search > Paid Search > Paid Search > Referral > Direct,87,"$9,254.79 "
Paid Search > Paid Search > Paid Search > Referral > Paid Search > Paid Search,87,"$8,819.37 "
Paid Search > Paid Search > Organic Search > Organic Search > Paid Search,87,"$8,143.87 "
Paid Search > Paid Search > Other Advertising > Other Advertising > Direct,87,"$9,056.40 "
Direct > Direct > Paid Search > Paid Search > Organic Search,87,"$11,311.02 "
Direct > Paid Search > Paid Search > Direct > Paid Search > Paid Search,87,"$7,936.80 "
Direct > Paid Search > Paid Search > Paid Search > Other Advertising,87,"$7,718.47 "
Email > Direct > Direct > Email > Direct > Direct > Direct,87,"$7,715.96 "
Email > Paid Search > Email > Direct > Email,87,"$7,682.63 "
Display > Email > Paid Search,87,"$6,859.20 "
Organic Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,87,"$11,337.64 "
Organic Search > Paid Search > Direct > Organic Search > Direct,87,"$8,357.42 "
Paid Search > Direct > Organic Search > Paid Search > Organic Search,86,"$10,181.97 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Direct,86,"$9,775.81 "
Paid Search > Paid Search > Paid Search > Display > Display > Display,86,"$8,464.28 "
(unavailable) > (unavailable) > Organic Search,86,"$8,198.91 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,86,"$9,248.95 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Other Advertising,86,"$11,389.84 "
Direct > Direct > Direct > Direct > Display > Display,86,"$7,829.52 "
Direct > Direct > Display > Display > Direct > Direct > Direct,86,"$7,695.65 "
Direct > Email > Other Advertising > Other Advertising,86,"$6,876.24 "
Direct > Paid Search > Paid Search > Direct > Paid Search > Direct,86,"$9,298.93 "
Direct > Paid Search > Direct > Paid Search > Direct > Direct > Direct,86,"$8,174.54 "
Direct > Paid Search > Direct > Organic Search > Direct,86,"$7,300.86 "
Direct > Organic Search > Direct > Organic Search > Direct,86,"$9,270.39 "
Display > Organic Search > Organic Search,86,"$8,383.22 "
Organic Search > Display > Direct > Organic Search,86,"$7,656.15 "
Organic Search > Paid Search > Direct > Organic Search > Paid Search,86,"$7,566.95 "
